PropertyID,PropertyStreetCode,PropertyTown,PropertyCounty,PropertyCurrentStatus,PropertyType,PropertyAreaOffice,PropertyOwningBody,PropertyLocalAuthorityArea,PropertySubType,PropertyStyle,YearOfConstruction,BedSpaces
2520,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,4
2521,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Bungalow -detached,1996,2
2523,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Bungalow -semi-detached,1996,3
2525,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,3
U13816,Effernock,Trim,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2022,3
2527,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,3
U13817,Effernock,Trim,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2022,3
2529,The Maples,Mahon,Co. Cork,Property Services Void,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,3
U13818,Effernock,Trim,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2022,3
U13819,Effernock,Trim,Co. Meath,Occupied,Property,Sarah Mallon,Residential In Management,Meath County ,General Needs,Terraced House,2022,3
2532,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Detached House,1996,2
2533,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,3
2536,The Maples,Mahon,Co. Cork,Occupied,Property,Gerard Deegan,Residential In Management,Cork City ,General Needs,Semi-detached House,1996,2
U14013,The Maltings,Portlaoise ,Co. Laois,Occupied,Property,Deirdre ODonnell,Residential In Management,Laois County ,Older Persons - Sheltered,Apartment,2022,2
